"Character","Move","onBlock","plnCmd","airmove","followUp","projectile","moveType","health","stun","vgauge1","vgauge2","fDash","bDash","fWalk","bWalk","throwHurt","throwRange","Damage","Stun"
"Cody","Wrench Fist",-7,"MP+MK (VS2) > P","False","False","False","vskill",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,150
"Cody","Lumber Sweep",-6,"d+MP+MK (VS2) > K","False","False","False","vskill",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,150
"Cody","Payback",-2,"MK+HP","False","True","False","vbreak",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,60,0
"Cody","LP Tornado Sweep",-7,"qcf+LP","False","False","True","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,50,100
"Cody","MP Tornado Sweep",-7,"qcf+MP","False","False","True","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,50,100
"Cody","HP Tornado Sweep",-7,"qcf+HP","False","False","True","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,50,100
"Cody","EX Tornado Sweep",2,"qcf+PP","False","False","True","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,120
"Cody","LK Ruffian Kick",-8,"qcf+LK","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,100,150
"Cody","MK Ruffian Kick",-8,"qcf+MK","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,120,150
"Cody","HK Ruffian Kick",-10,"qcf+HK","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,130,150
"Cody","EX Ruffian Kick",-12,"qcf+KK","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,150
"Cody","Zonk Knuckle",-2,"hold any punch button, release","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,150
"Cody","Zonk Knuckle Level 2",-2,"hold any punch button, release","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,80,150
"Cody","EX Zonk Knuckle",3,"hold any 2 punch buttons, release","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,130,200
"Cody","EX Zonk Knuckle Level 2",5,"hold any 2 punch buttons, release","False","False","False","special",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,130,200
"Cody","Criminal Punisher",-35,"qcf,qcf+P","False","False","True","super",1025,1050,600,600,17,23,0.047,0.0289,0.25,0.8,330,0
"Dan","Stand LP",3,"LP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,30,50
"Dan","Stand MP",3,"MP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,60,80
"Dan","Stand HP",-2,"HP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,70,120
"Dan","Stand LK",0,"LK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,30,50
"Dan","Stand MK",-2,"MK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,60,80
"Dan","Stand HK",-4,"HK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,90,120
"Dan","Crouch LP",2,"d+LP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,30,50
"Dan","Crouch MP",1,"d+MP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,60,80
"Dan","Crouch HP",-4,"d+HP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,120
"Dan","Crouch LK",1,"d+LK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,20,50
"Dan","Crouch MK",-1,"d+MK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","Crouch HK",-12,"d+HK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,90,120
"Dan","Saikyo Jawbreaker",3,"b+HK","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,120
"Dan","Saikyo Chop",-7,"f+HP","False","False","False","normal",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,120
"Dan","Saikyo-Style Burairuten No Kamae I",-2,"MP+MK (VS1) fwd","False","False","False","vskill",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,10,10
"Dan","Saikyo-Style Otokoboe",-6,"MP+MK (VS2)","True","False","False","vskill",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,30,50
"Dan","Haoh Gadoken",2,"HP+HK (VT1)","False","False","True","vtrigger",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,100,150
"Dan","Haoh Gadoken (hold)",47,"HP+HK (VT1) Hold","False","False","True","vtrigger",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,220,150
"Dan","Saikyo Donukigeri",-2,"MK+HP","False","True","False","vbreak",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,60,0
"Dan","LP Gadoken",-2,"qcf+LP","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","LP Gadoken (hold)",4,"qcf+LP (hold)","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,100
"Dan","MP Gadoken",-2,"qcf+MP","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","MP Gadoken (hold)",4,"qcf+MP (hold)","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,100
"Dan","HP Gadoken",-2,"qcf+HP","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","HP Gadoken (hold)",4,"qcf+HP (hold)","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,100
"Dan","EX Gadoken",2,"qcf+PP","False","False","True","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,70,100
"Dan","LP Koryuken",-29,"f,d,df+LP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","MP Koryuken",-29,"f,d,df+MP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,110,120
"Dan","HP Koryuken",-35,"f,d,df+HP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,120,120
"Dan","EX Koryuken",-37,"f,d,df+PP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,140,150
"Dan","LK Dankukyaku",-5,"qcb+LK","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,50,80
"Dan","MK Dankukyaku",-2,"qcb+MK","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,70,100
"Dan","HK Dankukyaku",-4,"qcb+HK","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,90,120
"Dan","EX Dankukyaku",-2,"qcb+KK","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,140,150
"Dan","LP Danretsuken",-10,"qcb+LP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,80
"Dan","MP Danretsuken",-10,"qcb+MP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,90,100
"Dan","HP Danretsuken",-10,"qcb+HP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,100,120
"Dan","EX Danretsuken",-10,"qcb+PP","False","False","False","special",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,80,150
"Dan","Hisshou Buraiken",-30,"qcf,qcf+P","False","False","False","super",1025,950,300,600,16,21,0.047,0.032,0.25,0.8,340,0
"Dhalsim","Stand LP",3,"LP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,30,70
"Dhalsim","Stand MP",-4,"MP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,100
"Dhalsim","Stand HP",-6,"HP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,150
"Dhalsim","Stand LK",2,"LK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,40,70
"Dhalsim","Stand MK",-4,"MK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,50,100
"Dhalsim","Stand HK",-4,"HK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,150
"Dhalsim","Crouch LP",1,"d+LP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,30,70
"Dhalsim","Crouch MP",-3,"d+MP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,70,100
"Dhalsim","Crouch HP",3,"d+HP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,150
"Dhalsim","Crouch LK",-6,"d+LK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,30,70
"Dhalsim","Crouch MK",-7,"d+MK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,100
"Dhalsim","Crouch HK",-21,"d+HK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,150
"Dhalsim","LK Drill Kick",6,"d+LK or db+LK or df+LK (air)","True","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,70
"Dhalsim","MK Drill Kick",7,"d+MK or db+MK or df+MK (air)","True","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,70
"Dhalsim","HK Drill Kick",8,"d+HK or db+HK or df+HK (air)","True","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,70
"Dhalsim","Yoga Anvil",-8,"b+HP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,150
"Dhalsim","Yoga Upper",1,"b+MP","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,100
"Dhalsim","Divine Kick",1,"b+MK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,100
"Dhalsim","Thrust Kick",-1,"db+MK","False","False","False","normal",950,950,600,600,21,25,0.022,0.02,0.25,0.85,50,100
"Dhalsim","Yoga Burner",4,"HP+HK (VT1)","False","False","True","vtrigger",950,950,600,600,21,25,0.022,0.02,0.25,0.85,120,150
"Dhalsim","Yoga Mala",-2,"f+PPP","False","False","False","alpha",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,0
"Dhalsim","Yoga Bazooka",-2,"MK+HP","False","True","False","vbreak",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,0
"Dhalsim","LP Yoga Fire",-5,"qcf+LP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,50,100
"Dhalsim","MP Yoga Fire",-5,"qcf+MP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,50,100
"Dhalsim","HP Yoga Fire",-5,"qcf+HP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,50,100
"Dhalsim","EX Yoga Fire",3,"qcf+PP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,100,100
"Dhalsim","LP Yoga Fire (V-Skill 2)",2,"qcf+LP (VS2)","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,70,120
"Dhalsim","MP Yoga Fire (V-Skill 2)",2,"qcf+MP (VS2)","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,70,120
"Dhalsim","HP Yoga Fire (V-Skill 2)",2,"qcf+HP (VS2)","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,70,120
"Dhalsim","EX Yoga Fire (V-Skill 2)",16,"qcf+PP (VS2)","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,120,120
"Dhalsim","LP Yoga Flame",-3,"hcb+LP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,60,150
"Dhalsim","MP Yoga Flame",-2,"hcb+MP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,70,150
"Dhalsim","HP Yoga Flame",3,"hcb+HP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,200
"Dhalsim","EX Yoga Flame",-8,"hcb+PP","False","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,120,150
"Dhalsim","LP Yoga Gale",2,"hcb+LP (air)","True","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,80,200
"Dhalsim","MP Yoga Gale",0,"hcb+MP (air)","True","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,90,200
"Dhalsim","HP Yoga Gale",-2,"hcb+HP (air)","True","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,100,200
"Dhalsim","EX Yoga Gale",-12,"hcb+PP (air)","True","False","True","special",950,950,600,600,21,25,0.022,0.02,0.25,0.85,150,200
"Dhalsim","Yoga Sunburst lvl 1",9,"qcf,qcf+P (can hold)","False","False","True","super",950,950,600,600,21,25,0.022,0.02,0.25,0.85,300,0
"Dhalsim","Yoga Sunburst lvl 2",21,"qcf,qcf+P (can hold)","False","False","True","super",950,950,600,600,21,25,0.022,0.02,0.25,0.85,360,0
"Dhalsim","Yoga Sunburst lvl 3",39,"qcf,qcf+P (can hold)","False","False","True","super",950,950,600,600,21,25,0.022,0.02,0.25,0.85,400,0
"E.Honda","Stand LP",3,"LP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,40,90
"E.Honda","Stand MP",2,"MP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,70,120
"E.Honda","Stand HP",-7,"HP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,85,150
"E.Honda","Stand LK",2,"LK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,40,90
"E.Honda","Stand MK",4,"MK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,120
"E.Honda","Stand HK",-1,"HK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,85,150
"E.Honda","Crouch LP",2,"d+LP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,40,90
"E.Honda","Crouch MP",2,"d+MP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,120
"E.Honda","Crouch HP",-5,"d+HP","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,150
"E.Honda","Crouch LK",0,"d+LK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,30,90
"E.Honda","Crouch MK",-2,"d+MK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,120
"E.Honda","Crouch HK",-9,"d+HK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,150
"E.Honda","Harai-Geri",-7,"f+HK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,80,150
"E.Honda","Chikara-Ashi",4,"df+HK","False","False","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,90,120
"E.Honda","Tokoshizume",2,"MP > df+HK","False","True","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,133,210
"E.Honda","Tsurane Harite",-6,"LP > MP","False","True","False","normal",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,85,180
"E.Honda","Neko Damashi",-6,"MP+MK (VS1)","False","False","False","vskill",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,120
"E.Honda","Raiden-Ho",-2,"f+PPP","False","False","False","alpha",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,0
"E.Honda","Super Sumo Impact",-2,"MK+HP","False","True","False","vbreak",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,60,0
"E.Honda","LP Hundred Hand Slap",2,"LP (mash)","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,110,170
"E.Honda","MP Hundred Hand Slap",1,"MP (mash)","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,120,180
"E.Honda","HP Hundred Hand Slap",-2,"HP (mash)","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,130,190
"E.Honda","EX Hundred Hand Slap",-2,"PP (mash)","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,110,160
"E.Honda","LP Sumo Headbutt",-4,"b,f+LP","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,150
"E.Honda","MP Sumo Headbutt",-7,"b,f+MP","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,110,150
"E.Honda","HP Sumo Headbutt",-12,"b,f+HP","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,120,150
"E.Honda","EX Sumo Headbutt",-26,"b,f+PP","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,130,180
"E.Honda","LK Sumo Smash",-1,"d,u+LK","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,160
"E.Honda","MK Sumo Smash",-1,"d,u+MK","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,160
"E.Honda","HK Sumo Smash",-2,"d,u+HK","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,100,160
"E.Honda","EX Sumo Smash",4,"d,u+KK","False","False","False","special",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,140,180
"E.Honda","Kamigashima",-22,"qcf,qcf+P","False","False","False","super",1050,1075,900,600,20,24,0.044,0.027,0.25,0.9,340,0
"Ed","Stand LP",3,"LP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,30,70
"Ed","Stand MP",3,"MP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,60,100
"Ed","Stand HP",-2,"HP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,90,150
"Ed","Stand HP (release)",-2,"HP (release)","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,90,150
"Ed","Stand LK",1,"LK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,30,70
"Ed","Stand MK",2,"MK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,70,100
"Ed","Stand HK",-4,"HK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,80,150
"Ed","Crouch LP",3,"d+LP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,30,70
"Ed","Crouch MP",2,"d+MP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,60,100
"Ed","Crouch HP",-5,"d+HP","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,80,150
"Ed","Crouch LK",0,"d+LK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,20,70
"Ed","Crouch MK",-3,"d+MK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,50,100
"Ed","Crouch HK",-10,"d+HK","False","False","False","normal",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,90,150
"Ed","Psycho Snatcher (Ground)",-2,"MP+MK (VS1)","False","False","True","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,80,200
"Ed","Psycho Snatcher (Ground) (hold)",3,"MP+MK (VS1) (hold)","False","False","True","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,120,0
"Ed","Psycho Swing",-6,"MP+MK (VS2)","False","False","False","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,70,100
"Ed","Psycho Swing (hold)",-2,"MP+MK (VS2) (hold)","False","False","False","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,80,120
"Ed","Psycho Smash",-6,"d+MP+MK (VS2)","False","False","False","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,70,100
"Ed","Psycho Smash (hold)",3,"d+MP+MK (VS2) (hold)","False","False","False","vskill",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,90,120
"Ed","Psycho Cannon",48,"HP+HK (VT1)","False","False","True","vtrigger",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,140,175
"Ed","Psycho Split",-2,"MK+HP","False","True","False","vbreak",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,60,0
"Ed","Psycho Knuckle",-2,"HP (hold)","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,100,150
"Ed","Psycho Spark",-2,"f+MP","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,50,80
"Ed","Psycho Shot",-4,"P (after f+MP)","False","True","True","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,50,70
"Ed","EX Psycho Shot",8,"PP (after f+MP)","False","True","True","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,100,150
"Ed","Psycho Upper",-16,"PP","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,120,150
"Ed","EX Psycho Upper",-20,"PPP","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,140,200
"Ed","Psycho Flicker",-2,"P (mash)","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,80,150
"Ed","Psycho Rising",-38,"KK","False","False","False","special",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,50,100
"Ed","Psycho Barrage",-21,"qcf,qcf+P","False","False","False","super",1025,1050,600,900,16,23,0.047,0.034,0.25,0.8,340,0
"Falke","Stand LP",2,"LP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,30,70
"Falke","Stand MP",3,"MP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,100
"Falke","Stand HP",-3,"HP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,80,150
"Falke","Stand LK",3,"LK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,40,70
"Falke","Stand MK",-2,"MK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,100
"Falke","Stand HK",-4,"HK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,80,150
"Falke","Crouch LP",2,"d+LP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,30,70
"Falke","Crouch MP",-2,"d+MP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,70,100
"Falke","Crouch HP",-8,"d+HP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,80,150
"Falke","Crouch LK",2,"d+LK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,20,70
"Falke","Crouch MK",-2,"d+MK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,100
"Falke","Crouch HK",-12,"d+HK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,90,150
"Falke","Luftjagd",1,"d+MK (air)","True","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,100
"Falke","Blaukraehe",3,"df+HK","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,40,100
"Falke","Psycho Spitze",-10,"f+HP","False","False","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,90,150
"Falke","Zweitrit",-15,"MK > HK","False","True","False","normal",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,123,190
"Falke","Psycho Seele",-42,"MK > HK > VS2","False","True","True","vskill",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,123,190
"Falke","Psycho Trombe",-10,"MP+MK (VS1)","False","False","False","vskill",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,100
"Falke","Psycho Mine",34,"n or b or d or db + MP+MK (VS2)","False","False","True","vskill",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,70,100
"Falke","Psycho Angriff",-28,"HP+HK (VT2)","False","False","False","vtrigger",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,140,200
"Falke","Psycho Aufstand",-2,"MK+HP","False","True","False","vbreak",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,0
"Falke","Psycho Kugel",2,"hold punch button + release (standing)","False","False","True","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,120
"Falke","Psycho Kanonen",-3,"hold punch button + release (crouch)","False","False","True","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,60,150
"Falke","Psycho Schneide",-17,"PP","False","False","False","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,120,150
"Falke","EX Psycho Schneide",-25,"PPP","False","False","False","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,140,200
"Falke","Katapult",-10,"KK","False","False","False","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,90,150
"Falke","EX Katapult",-10,"KKK","False","False","False","special",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,80,150
"Falke","Psycho Fluegel",-35,"qcf,qcf+P","False","False","False","super",975,1000,600,600,20,25,0.04,0.03,0.25,0.85,340,0
"F.A.N.G","Stand LP",2,"LP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,30,70
"F.A.N.G","Stand MP",-3,"MP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,60,100
"F.A.N.G","Stand HP",-2,"HP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,90,150
"F.A.N.G","Stand LK",3,"LK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,40,70
"F.A.N.G","Stand MK",1,"MK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,60,100
"F.A.N.G","Stand HK",1,"HK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,115,115
"F.A.N.G","Crouch LP",1,"d+LP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,30,70
"F.A.N.G","Crouch MP",-2,"d+MP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,50,100
"F.A.N.G","Crouch HP",-12,"d+HP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,90,150
"F.A.N.G","Crouch LK",1,"d+LK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,20,70
"F.A.N.G","Crouch MK",3,"d+MK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,60,100
"F.A.N.G","Crouch HK",-12,"d+HK","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,100,150
"F.A.N.G","Nirenko",-5,"df+HP","False","False","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,100,200
"F.A.N.G","Senpukuga > Kick",2,"d+PPP > K","False","True","False","normal",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,70,100
"F.A.N.G","Sodokubu (Attack)",-42,"MP+MK (VS2) (Attack)","False","True","False","vskill",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,60,120
"F.A.N.G","LP Nishikyu",-11,"d,u+LP","False","False","True","special",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,40,100
"F.A.N.G","MP Nishikyu",-11,"d,u+MP","False","False","True","special",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,40,100
"F.A.N.G","HP Nishikyu",-11,"d,u+HP","False","False","True","special",975,1000,600,900,20,24,0.032,0.028,0.25,0.85,40,100
